4.987738953e+02;6.090110168e-03
4.989301147e+02;5.759072956e-03
4.990863953e+02;7.550568320e-03
4.992426453e+02;7.024803665e-03
4.993989258e+02;6.635347847e-03
4.995552063e+02;6.401674822e-03
4.997114868e+02;7.823186927e-03
4.998677979e+02;7.686877623e-03
5.000241089e+02;6.635347847e-03
5.001804199e+02;7.044276223e-03
5.003367310e+02;6.810602732e-03
5.004930725e+02;6.985858083e-03
5.006494141e+02;8.348952048e-03
5.008057556e+02;8.485261351e-03
5.009621277e+02;8.037387393e-03
5.011184998e+02;7.277949713e-03
5.012748718e+02;9.127862751e-03
5.014312744e+02;7.803714368e-03
5.015876465e+02;8.017915301e-03
5.017440796e+02;8.582625538e-03
5.019004822e+02;8.407370187e-03
5.020569153e+02;7.881605066e-03
5.022133484e+02;9.244699962e-03
5.023697815e+02;8.387898095e-03
5.025262146e+02;9.439427406e-03
5.026826782e+02;7.706350647e-03
5.028391418e+02;7.959496230e-03
5.029956360e+02;8.465788327e-03
5.031521301e+02;8.173696697e-03
5.033086243e+02;7.647932041e-03
5.034651184e+02;1.047148462e-02
5.036216431e+02;1.109461300e-02
5.037781372e+02;1.097777672e-02
5.039346924e+02;8.660516702e-03
5.040912170e+02;1.004308369e-02
5.042477722e+02;9.478373453e-03
5.044043274e+02;1.031570230e-02
5.045608826e+02;9.789937176e-03
5.047174683e+02;1.064673997e-02
5.048740540e+02;1.023781113e-02
5.050306396e+02;1.206825208e-02
5.051872559e+02;9.439427406e-03
5.053438416e+02;1.012097485e-02
5.055004578e+02;1.084146742e-02
5.056571045e+02;1.043253858e-02
5.058137207e+02;1.239928883e-02
5.059703674e+02;1.313925441e-02
5.061270447e+02;1.037412044e-02
5.062836914e+02;1.247717999e-02
5.064403687e+02;1.183457859e-02
5.065970459e+02;1.288610883e-02
5.067537231e+02;1.200983394e-02
5.069104309e+02;1.062726695e-02
5.070671387e+02;1.045201160e-02
5.072238464e+02;1.224350743e-02
5.073805847e+02;1.082199439e-02
5.075373230e+02;1.288610883e-02
5.076940613e+02;1.177616045e-02
5.078507996e+02;1.362607442e-02
5.080075684e+02;1.263296232e-02
5.081643372e+02;1.261349022e-02
5.083211060e+02;1.162037812e-02
5.084779053e+02;1.604069769e-02
5.086347046e+02;1.302241813e-02
5.087915039e+02;1.261349022e-02
5.089483032e+02;1.477496792e-02
5.091051331e+02;1.520336885e-02
5.092619629e+02;1.224350743e-02
5.094187927e+02;1.243823487e-02
5.095756531e+02;1.239928883e-02
5.097325134e+02;1.458023954e-02
5.098893738e+02;1.348976418e-02
5.100462341e+02;1.477496792e-02
5.102031250e+02;1.405447535e-02
5.103600159e+02;1.424920280e-02
5.105169373e+02;1.469707675e-02
5.106738281e+02;1.506705955e-02
5.108307495e+02;1.448287629e-02
5.109876709e+02;1.432709396e-02
5.111446228e+02;1.341187395e-02
5.113015442e+02;1.432709396e-02
5.114584961e+02;1.426867582e-02
5.116154785e+02;1.510600466e-02
5.117724304e+02;1.450234931e-02
5.119294128e+02;1.584597118e-02
5.120864258e+02;1.528126001e-02
5.122434082e+02;1.674171723e-02
5.124003906e+02;1.623542607e-02
5.125574341e+02;1.960421540e-02
5.127144165e+02;1.613806188e-02
5.128714600e+02;1.639120840e-02
5.130285034e+02;1.707275584e-02
5.131855469e+02;1.779324748e-02
5.133426514e+02;1.652751677e-02
5.134996948e+02;1.824112236e-02
5.136567383e+02;1.742326468e-02
5.138138428e+02;1.880583167e-02
5.139709473e+02;1.835795864e-02
5.141280518e+02;1.884477772e-02
5.142851563e+02;1.831901260e-02
5.144422607e+02;1.841637678e-02
5.145994263e+02;1.972105168e-02
5.147565308e+02;2.044154517e-02
5.149136963e+02;1.923423260e-02
5.150708618e+02;2.096731029e-02
5.152279663e+02;2.085047401e-02
5.153851929e+02;1.816323027e-02
5.155423584e+02;2.094783820e-02
5.156995239e+02;1.966263354e-02
5.158567505e+02;1.911739632e-02
5.160139160e+02;1.917581446e-02
5.161711426e+02;2.073363587e-02
5.163283691e+02;2.063627355e-02
5.164855957e+02;2.129834704e-02
5.166428223e+02;2.196042240e-02
5.168001099e+02;2.178516611e-02
5.169573364e+02;2.266144194e-02
5.171146240e+02;2.297300659e-02
5.172719116e+02;2.207725868e-02
5.174291992e+02;2.400506288e-02
5.175864868e+02;2.340140752e-02
5.177437744e+02;2.139571123e-02
5.179010620e+02;2.493975684e-02
5.180584106e+02;2.197989449e-02
5.182156982e+02;2.492028289e-02
5.183730469e+02;2.388822660e-02
5.185303955e+02;2.419979125e-02
5.186877441e+02;2.359613404e-02
5.188450928e+02;2.521237545e-02
5.190025024e+02;2.439451776e-02
5.191598511e+02;2.501764707e-02
5.193172607e+02;2.509553917e-02
5.194746094e+02;2.534868382e-02
5.196320190e+02;2.517342940e-02
5.197894287e+02;2.532921173e-02
5.199468994e+02;2.564077638e-02
5.201043091e+02;2.770489082e-02
5.202617188e+02;2.638074197e-02
5.204191895e+02;2.725701593e-02
5.205766602e+02;2.595234104e-02
5.207341309e+02;2.741279826e-02
5.208916016e+02;2.556288429e-02
5.210490723e+02;2.608864941e-02
5.212065430e+02;2.754910849e-02
5.213640747e+02;2.865905687e-02
5.215215454e+02;2.612759545e-02
5.216790771e+02;2.844485641e-02
5.218366089e+02;2.825012803e-02
5.219941406e+02;2.990531363e-02
5.221516724e+02;2.914587595e-02
5.223092041e+02;2.984689549e-02
5.224667969e+02;2.754910849e-02
5.226243286e+02;3.041160665e-02
5.227819214e+02;2.844485641e-02
5.229395142e+02;2.899009362e-02
5.230971069e+02;2.998320386e-02
5.232546997e+02;3.148260713e-02
5.234122925e+02;3.039213270e-02
5.235699463e+02;3.128788248e-02
5.237275391e+02;2.996373177e-02
5.238851929e+02;3.089842573e-02
5.240428467e+02;3.329357505e-02
5.242005005e+02;3.526032716e-02
5.243581543e+02;3.463719785e-02
5.245158081e+02;3.337146714e-02
5.246735229e+02;3.489034250e-02
5.248311768e+02;3.360513970e-02
5.249888916e+02;3.383881226e-02
5.251466064e+02;3.714918718e-02
5.253043213e+02;3.506559879e-02
5.254620361e+02;3.568872809e-02
5.256197510e+02;3.510454297e-02
5.257774658e+02;3.627290949e-02
5.259352417e+02;3.670131043e-02
5.260930176e+02;3.623396531e-02
5.262507324e+02;3.837596998e-02
5.264085083e+02;3.748022392e-02
5.265662842e+02;3.716865927e-02
5.267241211e+02;3.734391183e-02
5.268818970e+02;3.940802813e-02
5.270396729e+02;3.718813136e-02
